DATE,FEDFUNDS,Inflation Rate
2000-05-01,6.27,3.132530120481921
2000-06-01,6.53,3.7349397590361377
2000-07-01,6.54,3.5992801439712063
2000-08-01,6.5,3.3512866546977826
2000-09-01,6.52,3.4564958283670935
2000-10-01,6.51,3.4503271861986984
2000-11-01,6.51,3.444180522565311
2000-12-01,6.4,3.4360189573459614
2001-01-01,5.98,3.7212049616066047
2001-02-01,5.49,3.5294117647058822
2001-03-01,5.31,2.982456140350874
2001-04-01,4.8,3.218256290228204
2001-05-01,4.21,3.5630841121495465
2001-06-01,3.97,3.1939605110336817
2001-07-01,3.77,2.7214823393167444
2001-08-01,3.65,2.7214823393167444
2001-09-01,3.07,2.5921658986175116
2001-10-01,2.49,2.1276595744680784
2001-11-01,2.09,1.8943742824339904
2001-12-01,1.82,1.603665521191301
2002-01-01,1.73,1.195899772209564
2002-02-01,1.74,1.1363636363636365
2002-03-01,1.73,1.3628620102214684
2002-04-01,1.75,1.6439909297052187
2002-05-01,1.75,1.240834743372808
2002-06-01,1.75,1.0692177827799696
2002-07-01,1.73,1.4656144306651604
2002-08-01,1.74,1.74746335963923
2002-09-01,1.75,1.5160022459292628
2002-10-01,1.75,2.027027027027024
2002-11-01,1.34,2.2535211267605635
2002-12-01,1.24,2.480270574971818
2003-01-01,1.24,2.7574563871693902
2003-02-01,1.26,3.1460674157303337
2003-03-01,1.25,3.0252100840336165
2003-04-01,1.26,2.1751254880089106
2003-05-01,1.26,1.8941504178273012
2003-06-01,1.22,1.9487750556792873
2003-07-01,1.01,2.055555555555549
2003-08-01,1.03,2.21606648199446
2003-09-01,1.01,2.378318584070787
2003-10-01,1.01,2.0419426048565215
2003-11-01,1.0,1.9283746556473829
2003-12-01,0.98,2.0352035203520287
2004-01-01,1.0,2.0262869660460114
2004-02-01,1.01,1.6884531590413914
2004-03-01,1.0,1.740076128330608
2004-04-01,1.0,2.2925764192139835
2004-05-01,1.0,2.897758337889548
2004-06-01,1.03,3.1676679410158446
2004-07-01,1.26,2.9395753946652183
2004-08-01,1.43,2.5474254742547364
2004-09-01,1.61,2.539168017287962
2004-10-01,1.76,3.190914007571663
2004-11-01,1.93,3.6216216216216153
2004-12-01,2.16,3.3423180592991852
2005-01-01,2.28,2.844873859366604
2005-02-01,2.5,3.0530262453133465
2005-03-01,2.63,3.2068412613575634
2005-04-01,2.79,3.361792956243321
2005-05-01,3.0,2.8692879914984095
2005-06-01,3.04,2.541026998411849
2005-07-01,3.26,3.067160232681127
2005-08-01,3.5,3.6469344608879526
2005-09-01,3.62,4.7418335089567965
2005-10-01,3.78,4.350104821802925
2005-11-01,4.0,3.3385498174230603
2005-12-01,4.16,3.3385498174230603
2006-01-01,4.29,4.018789144050113
2006-02-01,4.49,3.6382536382536386
2006-03-01,4.59,3.4179181771103027
2006-04-01,4.79,3.6138358286009296
2006-05-01,4.94,3.9772727272727364
2006-06-01,4.99,4.181724315952516
2006-07-01,5.24,4.104669061056952
2006-08-01,5.25,3.926568077511482
2006-09-01,5.25,2.0120724346076457
2006-10-01,5.25,1.4063284781516883
2006-11-01,5.25,1.9687026754164592
2006-12-01,5.24,2.523977788995457
2007-01-01,5.25,2.075765178123432
2007-02-01,5.26,2.4202607823470377
2007-03-01,5.26,2.798197295943927
2007-04-01,5.25,2.5929247633283548
2007-05-01,5.25,2.70988574267262
2007-06-01,5.25,2.6927651139742306
2007-07-01,5.26,2.317890586495812
2007-08-01,5.02,1.897448478900878
2007-09-01,4.94,2.833826429980269
2007-10-01,4.76,3.610698365527485
2007-11-01,4.49,4.373267326732675
2007-12-01,4.24,4.108813392417527
2008-01-01,3.94,4.29469565516597
2008-02-01,2.98,4.142959270611976
2008-03-01,2.61,3.974903550134443
2008-04-01,2.28,3.903760975988816
2008-05-01,1.98,4.088413823123989
2008-06-01,2.0,4.935966105947858
2008-07-01,2.01,5.497512078341826
2008-08-01,2.0,5.308017162091231
2008-09-01,1.81,4.953319875136067
2008-10-01,0.97,3.7310578899565026
2008-11-01,0.39,1.0999174706166883
2008-12-01,0.16,-0.022228002553854216
